,time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2150,2020-11-20,12.4,8.3,17.3,0.0,,,13.3,29.6,1027.6,
2151,2020-11-21,9.9,5.7,15.6,0.0,,,17.0,29.6,1029.1,
2152,2020-11-22,9.5,4.6,15.8,0.0,,,13.7,27.8,1028.8,
2153,2020-11-23,10.7,5.9,17.3,0.0,,,16.2,27.8,1028.0,
2154,2020-11-24,11.3,6.4,17.6,0.0,,,13.8,29.6,1023.6,
2155,2020-11-25,13.0,10.1,19.1,0.0,,,13.4,22.2,1018.4,
2156,2020-11-26,14.9,11.6,19.2,0.4,,,18.4,44.5,1017.2,
2157,2020-11-27,16.1,13.2,17.9,32.5,,,33.1,53.7,1012.8,
2158,2020-11-28,13.7,11.5,15.5,4.7,,,21.7,59.3,1006.7,
2159,2020-11-29,14.1,11.3,19.8,0.0,,,12.4,35.2,1015.1,
2160,2020-11-30,12.3,9.2,17.4,0.0,,,14.0,27.8,1022.0,
2161,2020-12-01,10.6,7.8,14.9,1.6,,,17.8,29.6,1019.2,
2162,2020-12-02,10.7,6.4,14.5,0.0,,,14.3,29.6,1012.3,
2163,2020-12-03,8.5,4.6,13.0,0.0,,,14.8,33.3,1009.5,
2164,2020-12-04,9.4,4.8,14.1,0.0,,,12.5,46.3,994.0,
2165,2020-12-05,6.9,2.5,12.2,0.0,,,17.4,31.5,998.5,
2166,2020-12-06,8.8,5.5,13.7,0.0,,,15.8,42.6,1003.1,
2167,2020-12-07,10.3,8.1,13.3,1.6,,,15.5,42.6,1003.2,
2168,2020-12-08,8.8,5.4,11.3,0.0,,,13.1,46.3,1002.4,
2169,2020-12-09,9.4,5.5,14.4,0.0,,,17.6,38.9,1010.4,
2170,2020-12-10,10.7,6.2,15.8,0.7,,,14.7,38.9,1007.2,
2171,2020-12-11,9.8,7.3,15.0,0.3,,,11.8,29.6,1004.5,
2172,2020-12-12,12.7,8.1,17.8,0.0,,,18.3,53.7,1005.7,
2173,2020-12-13,10.1,6.4,15.8,0.0,,,12.6,35.2,1014.3,
2174,2020-12-14,10.6,7.1,14.7,0.0,,,8.2,20.4,1013.5,
2175,2020-12-15,13.3,9.7,17.8,0.0,,,12.4,25.9,1014.2,
2176,2020-12-16,10.8,6.8,16.6,0.0,,,10.9,24.1,1017.7,
2177,2020-12-17,12.4,8.5,16.2,21.0,,,18.5,29.6,1021.8,
2178,2020-12-18,13.8,11.5,16.6,0.2,,,9.9,29.6,1022.9,
2179,2020-12-19,12.3,10.2,16.2,0.0,,,8.8,27.8,1020.2,
2180,2020-12-20,12.3,9.7,16.7,0.0,,,11.4,24.1,1022.2,
2181,2020-12-21,10.8,7.4,15.6,0.0,,,14.6,33.3,1027.0,
2182,2020-12-22,11.5,7.5,16.1,0.0,,,16.8,31.5,1026.8,
2183,2020-12-23,12.8,9.1,16.1,0.0,,,14.7,38.9,1023.0,
2184,2020-12-24,11.7,7.8,14.7,0.0,,,10.8,24.1,1021.3,
2185,2020-12-25,8.9,6.0,13.0,0.0,,,19.2,40.8,1020.2,
2186,2020-12-26,7.8,3.6,14.2,0.0,,,13.4,35.2,1021.9,
2187,2020-12-27,6.2,2.3,11.1,0.0,,,18.6,46.3,1010.8,
2188,2020-12-28,10.7,7.5,14.1,0.0,,,22.5,68.5,994.5,
2189,2020-12-29,10.3,6.3,14.4,0.0,,,23.8,51.8,1000.7,
2190,2020-12-30,9.0,5.1,13.3,0.0,,,19.0,42.6,1009.6,
2191,2020-12-31,8.6,3.6,13.8,0.0,,,11.8,46.3,1011.9,
2192,2021-01-01,7.2,5.3,8.5,10.1,,,11.1,29.6,1005.3,
2193,2021-01-02,5.7,2.7,9.7,0.0,,,13.2,31.5,1006.2,
2194,2021-01-03,5.4,1.4,9.7,0.0,,,14.1,29.6,1010.0,
2195,2021-01-04,4.9,0.5,11.3,0.0,,,14.3,29.6,1009.6,
2196,2021-01-05,3.8,0.6,10.1,0.0,,,13.5,27.8,1010.6,
2197,2021-01-06,3.6,-0.5,10.6,0.7,,,15.9,29.6,1014.3,
2198,2021-01-07,4.7,2.7,7.6,0.0,,,14.8,31.5,1014.3,
2199,2021-01-08,4.2,1.2,7.4,5.7,,,17.7,35.2,1013.3,
2200,2021-01-09,6.3,2.5,8.2,14.4,,,34.9,77.8,1007.1,
2201,2021-01-10,6.7,4.9,8.1,7.4,,,16.9,63.0,1010.8,
2202,2021-01-11,4.9,2.3,8.6,0.0,,,17.0,33.3,1019.7,
2203,2021-01-12,4.2,1.8,9.1,0.0,,,21.3,37.0,1024.8,
2204,2021-01-13,6.6,3.3,11.3,0.0,,,20.7,33.3,1026.0,
2205,2021-01-14,6.7,4.6,10.5,0.0,,,22.5,35.2,1023.4,
2206,2021-01-15,6.8,4.1,12.9,0.0,,,17.2,33.3,1021.0,
2207,2021-01-16,6.8,2.9,13.5,0.0,,,14.0,27.8,1024.5,
2208,2021-01-17,8.7,4.7,15.4,0.0,,,12.0,33.3,1023.0,
2209,2021-01-18,9.2,6.3,12.8,0.4,,,9.7,25.9,1026.9,
2210,2021-01-19,8.6,3.7,14.5,0.0,,,13.7,37.0,1024.5,
2211,2021-01-20,10.1,7.8,14.0,0.0,,,14.0,35.2,1014.6,
2212,2021-01-21,11.3,6.4,15.3,0.5,,,16.3,50.0,1010.3,
2213,2021-01-22,12.8,8.9,16.7,4.5,,,28.6,68.5,1003.4,
2214,2021-01-23,11.8,7.1,16.3,0.0,,,19.6,64.8,1008.0,
2215,2021-01-24,13.1,9.3,17.2,0.0,,,18.6,55.5,1005.3,
2216,2021-01-25,11.9,9.5,14.9,0.0,,,18.4,40.8,1009.5,
2217,2021-01-26,10.4,8.0,13.3,0.0,,,11.7,29.6,1021.3,
2218,2021-01-27,10.1,5.8,16.9,0.0,,,11.2,27.8,1020.5,
2219,2021-01-28,11.9,7.5,18.5,0.0,,,6.3,24.1,1019.6,
2220,2021-01-29,14.7,9.2,21.3,0.0,,,13.4,37.0,1015.4,
2221,2021-01-30,13.9,9.2,20.0,0.6,,,15.5,57.4,1006.7,
2222,2021-01-31,14.3,11.1,18.7,0.3,,,24.3,53.7,1003.4,
2223,2021-02-01,16.4,12.3,20.9,0.0,,,17.0,61.1,1004.4,
2224,2021-02-02,14.7,11.2,18.5,0.0,,,14.1,33.3,1013.3,
2225,2021-02-03,13.4,9.7,18.2,0.0,,,12.8,44.5,1012.4,
2226,2021-02-04,11.8,9.9,14.5,0.0,,,9.1,20.4,1013.4,
2227,2021-02-05,13.0,11.5,15.7,0.0,,,18.1,37.0,1010.7,
2228,2021-02-06,13.9,11.7,16.2,0.4,,,20.8,40.8,1002.0,
2229,2021-02-07,11.1,7.9,14.1,0.0,,,12.6,27.8,1002.9,
2230,2021-02-08,11.5,9.2,15.1,1.0,,,18.4,50.0,1000.3,
2231,2021-02-09,12.0,8.0,15.5,0.1,,,20.0,50.0,1003.4,
2232,2021-02-10,11.2,10.3,16.1,0.1,,,18.1,38.9,1005.5,
2233,2021-02-11,11.3,6.9,15.6,0.0,,,13.6,29.6,1016.7,
2234,2021-02-12,11.8,9.0,17.0,4.1,,,10.4,25.9,1015.1,
2235,2021-02-13,13.5,7.5,15.7,0.0,,,10.8,27.8,1022.3,
2236,2021-02-14,9.8,8.2,13.0,0.4,,,20.4,35.2,1033.4,
2237,2021-02-15,9.5,8.1,12.1,1.1,,,8.3,29.6,1035.8,
2238,2021-02-16,12.2,9.0,15.1,0.0,,,25.0,51.8,1027.8,
2239,2021-02-17,11.1,8.5,16.5,0.0,,,16.2,29.6,1023.8,
2240,2021-02-18,11.0,8.4,14.6,0.0,,,10.4,27.8,1019.9,
2241,2021-02-19,9.5,8.1,13.3,0.0,,,13.2,33.3,1020.6,
2242,2021-02-20,12.1,8.4,14.9,0.0,,,7.6,20.4,1020.3,
2243,2021-02-21,13.3,10.0,14.8,0.0,,,38.3,70.4,1014.9,
2244,2021-02-22,13.2,11.7,14.9,9.1,,,17.2,63.0,1017.7,
2245,2021-02-23,14.2,12.9,18.5,0.0,,,13.9,24.1,1032.9,
2246,2021-02-24,13.7,10.5,17.0,0.0,,,8.6,18.5,1034.9,
2247,2021-02-25,12.4,10.1,16.5,0.0,,,12.8,29.6,1031.5,
2248,2021-02-26,12.3,8.8,15.7,0.0,,,9.9,20.4,1030.4,
2249,2021-02-27,11.7,8.1,15.7,0.0,,,14.6,31.5,1025.9,
2250,2021-02-28,12.3,9.6,15.9,0.0,,,18.5,35.2,1025.4,
2251,2021-03-01,13.4,12.5,15.6,0.0,,,22.1,40.8,1026.2,
2252,2021-03-02,13.4,12.5,15.3,0.0,,,26.8,44.5,1028.9,
2253,2021-03-03,12.7,10.9,15.4,0.0,,,11.7,22.2,1030.3,
2254,2021-03-04,12.3,10.0,16.0,0.0,,,8.8,22.2,1023.8,
2255,2021-03-05,11.4,9.1,14.6,0.0,,,9.7,22.2,1018.8,
2256,2021-03-06,12.3,10.0,14.4,0.0,,,14.1,29.6,1022.6,
2257,2021-03-07,12.2,10.5,14.2,0.7,,,12.5,25.9,1020.2,
2258,2021-03-08,11.8,9.4,13.5,0.0,,,11.6,29.6,1015.1,
2259,2021-03-09,10.9,8.0,15.0,0.0,,,13.4,33.3,1016.8,
2260,2021-03-10,10.8,6.5,15.3,0.0,,,18.1,35.2,1021.4,
2261,2021-03-11,11.6,6.8,16.2,0.0,,,16.5,46.3,1021.7,
2262,2021-03-12,12.2,9.4,15.7,0.0,,,11.3,25.9,1020.5,
2263,2021-03-13,12.3,8.4,16.5,0.0,,,18.5,50.0,1021.2,
2264,2021-03-14,12.0,7.9,16.1,0.0,,,13.9,31.5,1020.9,
2265,2021-03-15,12.4,7.9,16.8,0.0,,,18.2,31.5,1023.1,
2266,2021-03-16,11.6,7.6,16.1,0.0,,,12.9,29.6,1024.2,
2267,2021-03-17,12.3,8.0,17.1,0.0,,,12.9,31.5,1021.3,
2268,2021-03-18,11.4,7.4,15.3,8.3,,,15.8,33.3,1018.3,
2269,2021-03-19,7.8,6.1,11.6,1.3,,,12.9,31.5,1013.7,
2270,2021-03-20,9.2,4.4,14.1,0.0,,,23.8,46.3,1016.2,
2271,2021-03-21,9.7,4.1,14.7,0.0,,,13.4,35.2,1017.1,
2272,2021-03-22,11.5,6.7,17.3,0.0,,,13.8,31.5,1016.3,
2273,2021-03-23,11.7,7.7,16.1,0.0,,,13.1,31.5,1021.9,
2274,2021-03-24,12.0,7.6,16.0,0.0,,,17.7,31.5,1024.3,
2275,2021-03-25,12.5,8.0,15.6,0.0,,,12.4,27.8,1023.8,
2276,2021-03-26,13.6,11.6,16.9,0.0,,,12.3,31.5,1022.0,
2277,2021-03-27,13.7,10.9,16.9,0.0,,,8.3,24.1,1026.8,
2278,2021-03-28,12.9,9.4,17.5,0.0,,,10.4,22.2,1030.5,
2279,2021-03-29,13.4,8.5,18.8,0.0,,,16.5,25.9,1032.0,
2280,2021-03-30,13.1,9.4,17.1,0.0,,,13.4,22.2,1030.1,
2281,2021-03-31,12.7,8.8,17.8,0.0,,,11.8,20.4,1025.7,
2282,2021-04-01,13.6,7.9,19.6,0.0,,,14.4,24.1,1020.1,
2283,2021-04-02,15.4,10.8,20.1,0.0,,,19.3,33.3,1014.6,
2284,2021-04-03,16.0,12.2,21.8,0.0,,,11.7,31.5,1011.5,
2285,2021-04-04,14.4,11.3,18.4,0.0,,,10.3,24.1,1016.1,
2286,2021-04-05,14.1,10.8,18.3,0.0,,,19.2,44.5,1016.6,
2287,2021-04-06,13.6,10.6,16.6,0.0,,,15.4,35.2,1011.9,
2288,2021-04-07,11.1,8.3,13.9,0.0,,,13.3,31.5,1020.3,
2289,2021-04-08,11.6,8.4,15.6,0.0,,,16.8,40.8,1025.5,
2290,2021-04-09,11.8,8.0,15.6,0.0,,,13.6,22.2,1022.3,
2291,2021-04-10,12.6,10.6,14.8,0.0,,,10.4,24.1,1016.1,
2292,2021-04-11,13.0,10.0,16.1,5.6,,,10.8,31.5,1014.2,
2293,2021-04-12,12.0,9.4,15.6,1.5,,,16.4,37.0,1022.8,
2294,2021-04-13,12.2,8.7,15.7,0.0,,,12.8,27.8,1024.5,
2295,2021-04-14,12.7,9.5,15.1,0.0,,,14.1,27.8,1021.2,
2296,2021-04-15,12.3,9.3,15.9,0.0,,,18.8,37.0,1019.2,
2297,2021-04-16,12.2,8.4,15.9,0.7,,,19.2,33.3,1017.6,
2298,2021-04-17,11.0,7.4,16.2,0.0,,,14.9,29.6,1017.6,
2299,2021-04-18,11.7,6.9,16.8,0.0,,,17.5,38.9,1019.2,
2300,2021-04-19,12.9,8.6,17.1,0.0,,,17.7,31.5,1018.1,
2301,2021-04-20,14.2,11.7,18.3,1.3,,,17.0,27.8,1015.4,
2302,2021-04-21,13.5,11.7,15.5,0.0,,,18.8,38.9,1014.4,
2303,2021-04-22,13.2,10.3,17.2,0.0,,,17.2,37.0,1017.4,
2304,2021-04-23,13.9,8.9,18.5,0.0,,,11.4,25.9,1020.9,
2305,2021-04-24,14.1,9.4,18.2,0.0,,,12.7,24.1,1020.8,
2306,2021-04-25,15.9,12.3,20.5,0.0,,,19.2,40.8,1015.6,
2307,2021-04-26,15.6,12.8,19.1,2.0,,,18.0,50.0,1007.8,
2308,2021-04-27,14.7,12.0,18.4,0.0,,,11.2,22.2,1006.4,
2309,2021-04-28,15.6,14.3,18.9,0.0,,,7.4,24.1,1007.0,
2310,2021-04-29,16.1,15.1,19.3,0.0,,,16.3,31.5,1008.0,
2311,2021-04-30,16.0,15.0,20.4,22.2,,,15.1,27.8,1009.1,
2312,2021-05-01,14.8,12.8,18.7,4.1,,,15.2,33.3,1009.9,
2313,2021-05-02,13.3,10.6,16.2,1.1,,,16.7,35.2,1018.9,
2314,2021-05-03,13.6,9.7,17.9,0.0,,,14.2,25.9,1022.0,
2315,2021-05-04,14.4,10.0,18.7,0.0,,,16.8,37.0,1018.0,
2316,2021-05-05,16.0,12.8,20.4,0.0,,,11.8,31.5,1015.5,
2317,2021-05-06,17.0,14.7,20.5,0.0,,,20.9,48.2,1015.9,
2318,2021-05-07,17.1,14.3,20.8,0.0,,,11.8,27.8,1017.0,
2319,2021-05-08,17.9,14.8,22.3,0.0,,,15.8,27.8,1017.8,
2320,2021-05-09,17.7,14.1,21.6,0.0,,,18.1,42.6,1010.1,
2321,2021-05-10,17.3,15.5,20.5,5.1,,,11.7,31.5,1008.4,
2322,2021-05-11,16.8,12.2,24.0,0.0,,,16.6,40.8,1012.7,
2323,2021-05-12,15.9,11.3,21.8,0.0,,,19.9,40.8,1014.7,
2324,2021-05-13,16.8,14.3,21.3,1.7,,,21.9,40.8,1012.8,
2325,2021-05-14,16.8,14.6,22.0,0.0,,,16.9,33.3,1012.6,
2326,2021-05-15,17.2,13.7,21.8,0.0,,,20.3,37.0,1013.1,
2327,2021-05-16,19.3,15.7,26.2,0.0,,,18.5,38.9,1010.2,
2328,2021-05-17,16.7,14.8,19.9,0.0,,,14.5,35.2,1017.2,
2329,2021-05-18,17.8,16.3,21.2,0.6,,,19.1,38.9,1018.5,
2330,2021-05-19,16.6,15.3,19.7,0.6,,,16.1,33.3,1021.3,
2331,2021-05-20,17.4,15.8,20.7,0.0,,,14.7,27.8,1023.2,
2332,2021-05-21,17.9,15.6,21.3,0.0,,,14.3,33.3,1016.8,
2333,2021-05-22,16.7,14.8,19.2,0.0,,,13.4,27.8,1014.4,
2334,2021-05-23,15.6,14.5,18.0,1.0,,,10.6,25.9,1018.4,
2335,2021-05-24,17.7,15.2,21.9,0.0,,,21.8,38.9,1017.3,
2336,2021-05-25,16.8,16.3,19.3,0.0,,,12.9,27.8,1024.9,
2337,2021-05-26,16.9,13.5,20.5,0.0,,,12.6,27.8,1021.1,
2338,2021-05-27,18.1,15.5,22.5,0.0,,,12.3,25.9,1017.8,
2339,2021-05-28,19.1,16.0,24.1,0.0,,,11.1,25.9,1017.2,
2340,2021-05-29,20.6,15.4,24.8,0.0,,,13.7,33.3,1018.3,
2341,2021-05-30,21.2,19.5,24.9,0.0,,,11.1,25.9,1017.9,
2342,2021-05-31,20.7,19.3,24.5,0.0,,,10.2,24.1,1016.5,
2343,2021-06-01,20.0,17.6,23.9,0.2,,,14.1,27.8,1013.3,
2344,2021-06-02,20.4,18.2,23.9,0.0,,,15.8,27.8,1015.3,
2345,2021-06-03,21.0,19.5,24.0,0.0,,,18.4,33.3,1020.1,
2346,2021-06-04,21.2,20.4,24.1,0.0,,,20.7,33.3,1021.2,
2347,2021-06-05,20.4,19.1,24.7,0.0,,,12.2,27.8,1022.3,
2348,2021-06-06,21.6,19.3,25.7,0.0,,,17.5,37.0,1020.0,
2349,2021-06-07,20.5,17.4,24.3,0.0,,,11.8,29.6,1020.3,
2350,2021-06-08,20.9,17.9,25.4,0.0,,,13.8,31.5,1020.3,
2351,2021-06-09,22.4,18.1,27.4,0.0,,,9.8,25.9,1020.0,
2352,2021-06-10,23.8,19.4,29.4,0.0,,,15.5,33.3,1018.9,
2353,2021-06-11,24.7,20.9,29.8,0.0,,,10.5,25.9,1017.4,
2354,2021-06-12,25.1,20.6,32.2,0.0,,,15.3,25.9,1019.5,
2355,2021-06-13,25.8,23.1,31.0,0.0,,,16.7,27.8,1020.0,
2356,2021-06-14,25.7,23.1,30.4,0.0,,,13.7,31.5,1017.4,
2357,2021-06-15,26.2,21.8,32.5,0.0,,,9.3,29.6,1016.7,
2358,2021-06-16,25.7,24.2,30.2,0.0,,,15.1,31.5,1013.3,
2359,2021-06-17,24.4,21.9,27.4,0.3,,,25.3,50.0,1010.7,
2360,2021-06-18,23.4,20.0,29.3,0.0,,,14.6,27.8,1013.6,
2361,2021-06-19,24.0,22.6,27.1,0.1,,,10.5,24.1,1014.4,
2362,2021-06-20,23.8,22.0,28.1,0.0,,,16.0,33.3,1009.4,
2363,2021-06-21,24.3,21.4,28.2,0.0,,,16.8,37.0,1008.6,
2364,2021-06-22,22.9,21.9,26.0,0.3,,,13.6,27.8,1012.6,
2365,2021-06-23,20.9,17.6,26.3,2.4,,,15.1,25.9,1016.6,
2366,2021-06-24,21.3,18.0,25.9,0.0,,,12.8,27.8,1020.2,
2367,2021-06-25,22.1,18.8,26.3,0.0,,,15.9,33.3,1019.9,
2368,2021-06-26,22.6,19.7,26.7,0.0,,,14.8,33.3,1016.7,
2369,2021-06-27,23.4,21.0,27.0,0.0,,,11.0,29.6,1013.7,
2370,2021-06-28,23.3,20.1,27.2,0.0,,,13.7,24.1,1013.3,
2371,2021-06-29,23.4,21.8,26.3,0.0,,,14.0,27.8,1016.4,
2372,2021-06-30,23.6,23.0,26.5,0.0,,,14.8,29.6,1017.7,
2373,2021-07-01,24.1,21.9,27.4,0.0,,,14.4,35.2,1017.3,
2374,2021-07-02,23.7,20.1,28.5,0.0,,,14.3,31.5,1016.4,
2375,2021-07-03,24.3,21.7,28.6,0.0,,,14.6,35.2,1014.3,
2376,2021-07-04,23.9,21.8,28.6,0.0,,,15.8,29.6,1013.4,
2377,2021-07-05,24.1,20.8,28.2,0.0,,,14.2,29.6,1014.1,
2378,2021-07-06,26.5,24.7,28.6,0.0,,,15.2,27.8,1010.4,
2379,2021-07-07,24.4,22.8,27.3,0.0,,,13.4,24.1,1014.5,
2380,2021-07-08,23.8,22.0,27.6,0.0,,,16.4,31.5,1020.2,
2381,2021-07-09,24.2,20.9,27.9,0.0,,,18.9,42.6,1021.6,
2382,2021-07-10,24.1,20.9,28.5,0.0,,,18.7,42.6,1017.4,
2383,2021-07-11,24.6,21.4,28.5,0.0,,,9.7,29.6,1015.8,
2384,2021-07-12,24.7,22.4,29.1,0.0,,,14.2,31.5,1010.3,
2385,2021-07-13,22.6,18.3,27.5,0.0,,,17.8,31.5,1014.2,
2386,2021-07-14,22.3,18.9,26.4,2.1,,,18.0,29.6,1018.0,
2387,2021-07-15,23.3,20.8,27.1,0.0,,,15.7,29.6,1018.9,
2388,2021-07-16,23.7,21.5,27.5,0.0,,,14.9,27.8,1018.2,
2389,2021-07-17,23.8,21.3,28.0,0.0,,,15.1,33.3,1017.3,
2390,2021-07-18,24.3,21.2,28.9,0.0,,,14.2,37.0,1013.9,
2391,2021-07-19,26.1,22.4,30.4,0.0,,,15.5,42.6,1012.6,
2392,2021-07-20,25.3,22.8,29.7,0.0,,,16.0,38.9,1014.4,
2393,2021-07-21,25.7,23.9,29.2,0.0,,,15.5,33.3,1017.3,
2394,2021-07-22,25.8,22.3,30.5,0.0,,,15.3,38.9,1017.0,
2395,2021-07-23,26.1,22.5,30.5,0.0,,,10.5,33.3,1013.2,
2396,2021-07-24,25.8,23.8,28.9,0.0,,,16.4,33.3,1009.1,
2397,2021-07-25,25.3,23.3,30.2,0.0,,,13.0,24.1,1010.1,
2398,2021-07-26,25.1,23.0,30.1,0.0,,,12.9,25.9,1013.0,
2399,2021-07-27,25.0,22.0,29.2,0.0,,,15.3,38.9,1014.7,
2400,2021-07-28,24.5,23.0,28.2,0.0,,,17.1,29.6,1015.0,
2401,2021-07-29,24.6,21.9,28.5,0.0,,,13.4,29.6,1015.0,
2402,2021-07-30,25.6,23.3,30.1,0.0,,,13.3,29.6,1011.8,
2403,2021-07-31,25.4,18.0,28.0,5.6,,,15.3,27.8,1010.4,
2404,2021-08-01,22.3,18.0,26.5,1.0,,,14.2,25.9,1013.6,
2405,2021-08-02,23.2,19.7,27.8,0.0,,,13.2,24.1,1016.3,
2406,2021-08-03,24.7,21.1,28.6,0.0,,,16.2,31.5,1015.8,
2407,2021-08-04,24.3,20.9,29.1,2.3,,,15.6,27.8,1013.3,
2408,2021-08-05,24.1,20.8,28.9,0.0,,,17.8,35.2,1014.1,
2409,2021-08-06,24.7,24.1,27.8,0.0,,,19.1,37.0,1010.6,
2410,2021-08-07,25.3,24.0,29.7,0.0,,,17.0,29.6,1006.9,
2411,2021-08-08,23.7,21.7,26.6,0.0,,,14.2,24.1,1015.4,
2412,2021-08-09,23.0,20.2,27.7,0.0,,,11.7,22.2,1017.7,
2413,2021-08-10,24.7,21.2,30.9,0.0,,,13.8,25.9,1016.5,
2414,2021-08-11,26.0,23.0,31.8,0.0,,,10.9,24.1,1016.8,
2415,2021-08-12,26.6,24.2,30.8,0.0,,,12.2,27.8,1017.1,
2416,2021-08-13,26.3,23.1,32.5,0.0,,,10.9,24.1,1020.4,
2417,2021-08-14,26.9,23.7,32.5,0.0,,,13.0,29.6,1018.3,
2418,2021-08-15,26.6,25.4,30.4,0.0,,,13.7,27.8,1015.9,
2419,2021-08-16,26.0,24.6,29.6,0.0,,,15.3,35.2,1016.3,
2420,2021-08-17,24.6,21.6,28.3,0.0,,,16.0,27.8,1018.2,
2421,2021-08-18,24.0,21.3,28.2,0.0,,,14.1,29.6,1017.1,
2422,2021-08-19,23.2,20.8,27.0,0.0,,,11.0,24.1,1015.2,
2423,2021-08-20,24.8,21.9,29.1,0.0,,,13.8,25.9,1015.5,
2424,2021-08-21,25.5,23.3,29.4,0.0,,,15.5,33.3,1017.5,
2425,2021-08-22,25.1,22.2,29.9,0.0,,,11.8,24.1,1019.4,
2426,2021-08-23,24.6,22.4,28.4,2.1,,,11.8,27.8,1018.0,
2427,2021-08-24,24.3,22.8,28.0,0.3,,,10.2,31.5,1015.3,
2428,2021-08-25,23.9,21.1,27.3,0.0,,,11.9,24.1,1014.0,
2429,2021-08-26,23.7,19.4,28.8,0.0,,,19.6,37.0,1013.7,
2430,2021-08-27,25.8,23.7,29.9,0.0,,,10.7,25.9,1012.1,
2431,2021-08-28,24.6,22.6,27.2,0.0,,,18.0,29.6,1013.4,
2432,2021-08-29,24.1,22.4,27.3,0.0,,,12.7,27.8,1014.4,
2433,2021-08-30,22.1,20.9,25.0,6.3,,,12.5,24.1,1014.2,
2434,2021-08-31,22.9,20.6,26.9,7.8,,,15.5,29.6,1016.7,
2435,2021-09-01,22.9,21.3,25.6,1.6,,,19.4,35.2,1017.8,
2436,2021-09-02,23.3,19.5,27.7,0.2,,,23.0,44.5,1016.8,
2437,2021-09-03,23.6,20.5,28.2,0.0,,,12.6,25.9,1015.9,
2438,2021-09-04,23.3,20.8,27.8,0.0,,,12.2,24.1,1015.9,
2439,2021-09-05,24.6,21.5,29.0,0.0,,,15.0,35.2,1017.2,
2440,2021-09-06,25.1,22.5,29.2,0.0,,,12.2,31.5,1019.6,
2441,2021-09-07,25.0,23.2,28.7,0.1,,,9.5,24.1,1019.2,
2442,2021-09-08,24.8,21.8,29.6,0.0,,,14.9,27.8,1014.0,
2443,2021-09-09,25.0,22.3,29.0,0.0,,,20.8,42.6,1012.4,
2444,2021-09-10,22.7,20.2,28.6,7.0,,,16.1,27.8,1015.5,
2445,2021-09-11,22.9,19.2,27.6,0.0,,,15.1,27.8,1018.1,
2446,2021-09-12,24.2,22.2,28.9,0.0,,,13.3,25.9,1015.8,
2447,2021-09-13,24.8,22.1,29.0,0.0,,,15.9,33.3,1015.8,
2448,2021-09-14,26.1,24.3,29.5,0.0,,,12.3,31.5,1013.8,
2449,2021-09-15,25.5,23.8,29.4,5.4,,,18.2,35.2,1012.5,
2450,2021-09-16,23.6,21.2,27.3,2.8,,,12.7,27.8,1015.6,
2451,2021-09-17,23.2,19.3,27.8,0.0,,,18.6,33.3,1014.7,
2452,2021-09-18,22.0,20.4,26.8,0.9,,,14.6,25.9,1013.4,
2453,2021-09-19,21.1,17.1,25.9,0.0,,,16.1,27.8,1017.1,
2454,2021-09-20,19.6,16.9,26.3,11.8,,,18.7,31.5,1018.5,
2455,2021-09-21,18.6,16.7,23.0,1.7,,,13.1,31.5,1021.4,
2456,2021-09-22,20.9,17.8,25.1,5.6,,,22.4,38.9,1020.5,
2457,2021-09-23,20.8,17.4,25.6,1.6,,,18.6,42.6,1019.4,
2458,2021-09-24,21.3,17.8,25.4,0.0,,,17.3,37.0,1017.3,
2459,2021-09-25,23.4,21.6,28.0,0.1,,,10.8,25.9,1016.2,
2460,2021-09-26,23.8,20.3,29.1,0.0,,,14.5,29.6,1017.7,
2461,2021-09-27,22.5,18.6,27.5,0.0,,,15.5,35.2,1019.7,
2462,2021-09-28,21.8,18.6,26.2,0.0,,,15.6,35.2,1021.0,
2463,2021-09-29,21.8,19.8,25.5,0.4,,,10.1,25.9,1023.1,
2464,2021-09-30,20.8,18.6,24.7,0.0,,,14.9,25.9,1024.4,
2465,2021-10-01,20.1,16.3,25.3,0.0,,,13.3,25.9,1020.5,
2466,2021-10-02,21.4,17.9,25.3,0.1,,,15.1,27.8,1016.8,
2467,2021-10-03,23.6,17.5,26.7,20.7,,,22.9,42.6,1010.2,
2468,2021-10-04,16.1,14.3,19.5,2.8,,,12.2,27.8,1015.5,
2469,2021-10-05,18.3,12.5,24.6,0.0,,,17.4,37.0,1017.5,
2470,2021-10-06,18.7,16.4,22.4,0.0,,,12.5,27.8,1021.6,
2471,2021-10-07,17.8,14.2,22.6,0.0,,,15.1,25.9,1020.4,
2472,2021-10-08,18.2,14.9,22.9,0.0,,,13.0,24.1,1019.8,
2473,2021-10-09,17.6,16.2,21.3,0.0,,,10.8,24.1,1020.8,
2474,2021-10-10,18.6,16.3,22.3,0.0,,,9.7,22.2,1022.0,
2475,2021-10-11,17.6,13.3,23.8,0.0,,,14.1,25.9,1021.6,
2476,2021-10-12,17.6,12.9,23.4,0.0,,,13.1,29.6,1018.2,
2477,2021-10-13,17.2,13.5,22.5,0.0,,,13.5,29.6,1018.3,
2478,2021-10-14,17.5,15.1,21.6,0.0,,,11.8,25.9,1022.6,
2479,2021-10-15,18.2,14.9,23.9,0.0,,,15.1,25.9,1018.4,
2480,2021-10-16,18.3,16.0,22.8,0.0,,,11.9,25.9,1017.5,
2481,2021-10-17,18.0,15.0,22.2,0.0,,,10.5,22.2,1019.1,
