date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-01-05 00:00:00,27.2,23.5,31.5,17.3,,,8.8,,1009.6,
2025-01-06 00:00:00,27,24.5,31.5,10.2,,,8.2,,1009.6,
2025-01-07 00:00:00,27.2,24.1,31,1.3,,,11.4,,1009.3,
2025-01-08 00:00:00,26.7,24.6,30.1,7.4,,,11,,1009.9,
2025-01-09 00:00:00,26.2,23.5,28.7,0,,,10,,1010.6,
2025-01-10 00:00:00,26.4,23.5,31.3,1.3,,,14.3,,1012,
2025-01-11 00:00:00,26.1,23,29.3,25.4,,,13.9,,1011.8,
2025-01-12 00:00:00,25.4,24,27.5,17.8,,,14.3,,1011.5,
2025-01-13 00:00:00,26.8,24,31,24.9,,,19.7,,1011.1,
2025-01-14 00:00:00,27.3,23.2,31.5,5.1,,,21.9,,1011.5,
2025-01-15 00:00:00,23.7,23.2,25.4,46.2,,,15.8,,1011.2,
2025-01-16 00:00:00,26.5,22.9,30.4,139.2,,,15.9,,1010.1,
2025-01-17 00:00:00,26.8,23.8,31.4,3.8,,,18.5,,1010.1,
2025-01-18 00:00:00,26.6,22.4,31,0.5,,,20.6,,1009.3,
2025-01-19 00:00:00,25.8,23.8,30,24.4,,,13.3,,1007.9,
2025-01-20 00:00:00,25.9,24.3,30.2,38.4,,,8.7,,1008.1,
2025-01-21 00:00:00,27.1,23.4,31.6,1.3,,,13.6,,1009.4,
2025-01-22 00:00:00,27.4,23.9,31.5,7.1,,,15.6,,1010.1,
2025-01-23 00:00:00,26.6,23.5,30.3,4.8,,,14.3,,1010.1,
2025-01-24 00:00:00,26.9,24,31.5,38.6,,,10.9,,1009.1,
2025-01-25 00:00:00,26.4,24.2,28.9,13.2,,,14.5,,1008.7,
2025-01-26 00:00:00,25.4,24,28,12.2,,,18.2,,1008.6,
2025-01-27 00:00:00,24.8,23.3,27.3,20.1,,,16.8,,1008.6,
2025-01-28 00:00:00,26,23.1,30.3,23.1,,,19.7,,1010.4,
2025-01-29 00:00:00,25.4,23.4,28.5,23.1,,,15.6,,1010.8,
2025-01-30 00:00:00,25.8,23.5,30,33.3,,,15.3,,1009.5,
2025-01-31 00:00:00,27.3,23.8,31.5,31.2,,,18.5,,1008.8,
2025-02-01 00:00:00,26.6,24,30.5,9.1,,,11.8,,1008.8,
2025-02-02 00:00:00,25.6,23.3,28.6,34,,,9.9,,1009,
2025-02-03 00:00:00,26.4,23.8,31,32.3,,,14.6,,1009.4,
2025-02-04 00:00:00,26.6,23.4,30.8,23.4,,,17.5,,1009.5,
2025-02-05 00:00:00,24.9,23.6,26.7,5.6,,,17.1,,1009,
2025-02-06 00:00:00,25.8,23.6,30.2,25.7,,,12.9,,1008.6,
2025-02-07 00:00:00,26.9,23.4,31,54.1,,,11.9,,1008.4,
2025-02-08 00:00:00,26.7,24,30.6,10.4,,,13.9,,1008.6,
2025-02-09 00:00:00,27.1,23.9,31.4,6.1,,,16.9,,1009.1,
2025-02-10 00:00:00,25.2,24,27,4.8,,,16.9,,1011,
2025-02-11 00:00:00,27.2,23.5,30,4.3,,,19.8,,1012,
2025-02-12 00:00:00,25.7,23.9,29.4,15.2,,,9.6,,1012.9,
2025-02-13 00:00:00,26.1,23.7,29.7,12.7,,,10.5,,1012.3,
2025-02-14 00:00:00,25.2,23.3,29.5,5.8,,,12.5,,1011.2,
2025-02-15 00:00:00,26.5,23,30.6,10.4,,,10.6,,1010.4,
2025-02-16 00:00:00,25.1,22.6,30.4,0,,,12,,1011.4,
2025-02-17 00:00:00,26.3,22.7,32.4,0.3,,,12.6,,1012.4,
2025-02-18 00:00:00,25.9,22.4,30.5,14.5,,,13.8,,1012,
2025-02-19 00:00:00,25.1,23.4,28.9,7.4,,,15.5,,1011.7,
2025-02-20 00:00:00,26.2,23.9,31,20.1,,,19.2,,1012.2,
2025-02-21 00:00:00,24.8,23.2,27,131.3,,,18.7,,1013.2,
2025-02-22 00:00:00,26.6,23.3,30.8,22.1,,,20.2,,1013.7,
2025-02-23 00:00:00,26.6,22.8,31.2,0.5,,,19.7,,1014.2,
2025-02-24 00:00:00,25.4,23.5,30.5,0.5,,,23.4,,1014.6,
2025-02-25 00:00:00,26,24,28.8,50.8,,,27.4,,1014.6,
2025-02-26 00:00:00,27,24.2,30.8,74.7,,,20.9,,1014,
2025-02-27 00:00:00,25.7,22.3,27.6,11.7,,,20.5,,1013.2,
2025-02-28 00:00:00,24.3,23.2,25.7,19.3,,,19.5,,1012.2,
2025-03-01 00:00:00,26.3,22.8,31,10.7,,,11.3,,1011.3,
2025-03-02 00:00:00,25.1,23.5,28.5,11.2,,,13.6,,1010.4,
2025-03-03 00:00:00,26.4,23.5,31.6,23.1,,,16.5,,1009.5,
2025-03-04 00:00:00,25.6,24,30.2,33.5,,,13.3,,1009.9,
2025-03-05 00:00:00,26.4,23.6,31.1,26.7,,,11,,1009.8,
2025-03-06 00:00:00,26.6,23.7,31.2,3,,,9.6,,1010.4,
2025-03-07 00:00:00,26.6,23.5,31,29.2,,,15.3,,1010.2,
2025-03-08 00:00:00,27.1,23.7,31.9,7.9,,,13,,1010.4,
2025-03-09 00:00:00,27.1,23.8,31.8,0,,,16.7,,1012.7,
2025-03-10 00:00:00,25.4,22.3,30.5,31.8,,,15.4,,1013.3,
2025-03-11 00:00:00,26.8,22.5,31.5,18,,,14.8,,1011.8,
2025-03-12 00:00:00,27.6,23.5,32.2,2.3,,,15.5,,1011,
2025-03-13 00:00:00,27.2,23.2,31.3,3.3,,,17.1,,1010.7,
2025-03-14 00:00:00,28.1,24.5,32.2,5.1,,,17.5,,1010.7,
2025-03-15 00:00:00,28,24.9,32,12.4,,,,,,
2025-03-16 00:00:00,27.1,24.2,32,9.9,,,,,,
2025-03-17 00:00:00,25.4,,30,19.8,,,,,,
2025-03-18 00:00:00,27.1,23.7,30.8,61.7,,,,,,
2025-03-19 00:00:00,,,,,,,,,,
2025-03-20 00:00:00,27.4,,32.4,10.7,,,,,,
2025-03-21 00:00:00,27.4,24.3,31.6,0,,,,,,
2025-03-22 00:00:00,27.2,24,32,13.5,,,18.5,,1011.5,
2025-03-23 00:00:00,27,23.8,31.7,34,,,11,,1010.8,
2025-03-24 00:00:00,26.4,23.5,29.5,0,,,13.1,,1009.7,
2025-03-25 00:00:00,27.9,23.2,32.5,7.4,,,11.7,,1008.3,
2025-03-26 00:00:00,27.5,22.7,32.6,0,,,12.6,,1008,
2025-03-27 00:00:00,27.4,24,31.5,18,,,17.1,,1007.8,
2025-03-28 00:00:00,27.2,23.7,31.7,0,,,9.9,,1007.8,
2025-03-29 00:00:00,26.9,23.9,31,0,,,10.6,,1009.5,
2025-03-30 00:00:00,27.7,23.4,32.5,1,,,12.8,,1010.8,
2025-03-31 00:00:00,27.7,24,32.4,18.3,,,11.1,,1010.6,
2025-04-01 00:00:00,28.1,24,33.3,0.8,,,12.9,,1009.8,
2025-04-02 00:00:00,27.6,24,32.7,0,,,10.5,,1010.9,
2025-04-03 00:00:00,27.9,24,32.8,1.4,,,14.2,,1011.1,
2025-04-04 00:00:00,26.8,23,30.7,21.1,,,13.4,,1011.2,
2025-04-05 00:00:00,25.6,23.5,30,2,,,12.6,,1011,
2025-04-06 00:00:00,26.6,23.8,31.8,22.4,,,13.2,,1011,
2025-04-07 00:00:00,27.4,23.5,32.5,0.3,,,9,,1012.4,
2025-04-08 00:00:00,28.5,24,32.8,3,,,10.2,,1012,
2025-04-09 00:00:00,27.7,24.1,32.9,0,,,12.3,,1010.6,
2025-04-10 00:00:00,28.4,24.2,33.2,0,,,12.6,,1009.1,
2025-04-11 00:00:00,28.5,25.4,32.7,38.1,,,12.3,,1009.6,
2025-04-12 00:00:00,26.9,23.6,30.5,9.1,,,12,,1010.4,
2025-04-13 00:00:00,27.7,24.2,31.8,2.3,,,11.2,,1011.1,
2025-04-14 00:00:00,27.9,23.9,32.3,29.2,,,10,,1010.3,
2025-04-15 00:00:00,27.3,23.5,31.9,0,,,11.1,,1010.3,
2025-04-16 00:00:00,27.8,24.3,32.2,11.9,,,11.2,,1010.4,
2025-04-17 00:00:00,28.1,24,33,0,,,13.7,,1010.3,
2025-04-18 00:00:00,27.7,24.5,32.3,12.2,,,11.3,,1009.9,
2025-04-19 00:00:00,26.7,23.6,31.5,41.4,,,10.8,,1009.7,
2025-04-20 00:00:00,27,23.5,32.4,17.8,,,11.5,,1010.7,
2025-04-21 00:00:00,27.6,24.3,32.5,13.7,,,11.6,,1011,
2025-04-22 00:00:00,27.6,24.3,33,0,,,13.2,,1010.7,
2025-04-23 00:00:00,27.6,23.2,33.3,0.2,,,10.8,,1010,
2025-04-24 00:00:00,28.2,23.5,32.6,2.1,,,13,,1009.9,
2025-04-25 00:00:00,27.5,23.5,32.5,9.2,,,16.2,,1010.2,
2025-04-26 00:00:00,24.6,23.8,26.5,9.6,,,14.8,,1010.8,
2025-04-27 00:00:00,26.2,23,31,6.5,,,9.5,,1009.9,
2025-04-28 00:00:00,28.2,23,32.8,2,,,8.8,,1009,
2025-04-29 00:00:00,26.1,23.5,30.4,10.1,,,9.6,,1009.3,
2025-04-30 00:00:00,26,24.1,30.6,2.8,,,9.7,,1010,
2025-05-01 00:00:00,28.7,23.7,32.9,1.5,,,8.4,,1009.9,
2025-05-02 00:00:00,27.4,24.2,32.4,5.1,,,6.6,,1009,
2025-05-03 00:00:00,27,23.6,32.7,7.6,,,9,,1008.8,
2025-05-04 00:00:00,28,23.2,32.6,2.3,,,8.8,,1008.9,
2025-05-05 00:00:00,27.8,24.5,31.9,0.8,,,8,,1009.2,
2025-05-06 00:00:00,26.9,24.1,31.4,32.3,,,9.4,,1009.5,
2025-05-07 00:00:00,27.8,24.1,32.3,4.8,,,8.4,,1008.7,
2025-05-08 00:00:00,28.6,24.5,33.1,0.8,,,10.3,,1009.3,
2025-05-09 00:00:00,27.3,25,32,36.3,,,8.3,,1009.9,
2025-05-10 00:00:00,27.5,23.3,32.1,6.6,,,8.6,,1009.2,
2025-05-11 00:00:00,27.6,23.9,32.4,0.8,,,9,,1008.9,
2025-05-12 00:00:00,28.7,23.9,32.4,0,,,9.3,,1008.8,
2025-05-13 00:00:00,28.3,24.2,33,9.9,,,8.1,,1010.2,
2025-05-14 00:00:00,26.3,24,30.5,0.5,,,12,,1010.8,
2025-05-15 00:00:00,26.7,24.2,30.5,26.9,,,10.9,,1009.9,
2025-05-16 00:00:00,26.9,24.7,31.9,18.3,,,12.8,,1010.5,
2025-05-17 00:00:00,25.9,24.5,30.2,44.2,,,18,,1010.5,
2025-05-18 00:00:00,26.4,24.4,31.2,73.4,,,13.6,,1010.1,
2025-05-19 00:00:00,28,24,32.5,15.5,,,10.5,,1009.6,
2025-05-20 00:00:00,26.4,24.5,31.5,9.9,,,12.3,,1010,
2025-05-21 00:00:00,26.3,24.5,30.6,30,,,11.4,,1009.5,
2025-05-22 00:00:00,26.3,24.3,31.3,81,,,12.2,,1008.1,
2025-05-23 00:00:00,26.6,24.4,31.1,33.8,,,11.5,,1008,
2025-05-24 00:00:00,25.4,23.2,28,4.3,,,11.6,,1009.1,
2025-05-25 00:00:00,26.9,23.8,32,38.9,,,8.7,,1010.5,
2025-05-26 00:00:00,28.4,23.8,32.7,0.8,,,10.1,,1010.1,
2025-05-27 00:00:00,26.1,23.8,28.2,1.3,,,10.7,,1010.1,
2025-05-28 00:00:00,26.6,24,30.5,4.3,,,11.7,,1010.5,
2025-05-29 00:00:00,27.7,23.9,32.6,3.8,,,9.3,,1011.6,
2025-05-30 00:00:00,28.6,24,32.8,25.4,,,8.9,,1011.6,
2025-05-31 00:00:00,27.7,23.9,32.4,0,,,7.1,,1011.7,
2025-06-01 00:00:00,28.6,24,33.2,6.1,,,8,,1011.3,
2025-06-02 00:00:00,29.6,24.4,33.2,0,,,9.6,,1010.1,
2025-06-03 00:00:00,27.8,24.6,31.9,4.4,,,10.1,,1009.8,
2025-06-04 00:00:00,28.8,24.6,34,7.8,,,9.8,,1010.4,
2025-06-05 00:00:00,27,23.3,30.4,7.7,,,9.6,,1009.9,
2025-06-06 00:00:00,27,24.4,33.5,0,,,13.4,,1008.6,
2025-06-07 00:00:00,27.7,24.4,33.2,108,,,10.5,,1008.3,
2025-06-08 00:00:00,26.6,23.9,31.7,17.4,,,10.8,,1007.7,
2025-06-09 00:00:00,28.4,24.3,33.6,27.4,,,9.5,,1007.2,
2025-06-10 00:00:00,27.8,24.9,32.8,0,,,9,,1006.6,
2025-06-11 00:00:00,27.8,25,31.2,8.4,,,9.8,,1007.9,
2025-06-12 00:00:00,28.2,23.9,31.7,0,,,9.2,,1011.2,
2025-06-13 00:00:00,25.3,24.5,31.8,0.5,,,11.9,,1012.3,
2025-06-14 00:00:00,26.4,22.5,31.8,45.2,,,10.7,,1010.8,
2025-06-15 00:00:00,26.9,23.8,32,13.7,,,8.4,,1010.4,
2025-06-16 00:00:00,27.4,24,31.5,9.9,,,8,,1011,
2025-06-17 00:00:00,27.9,24.5,33.5,0.3,,,8.5,,1011.2,
2025-06-18 00:00:00,27.8,23.5,32.5,32.5,,,10.8,,1010.6,
2025-06-19 00:00:00,26.1,23.7,30,62.5,,,10.3,,1010.4,
2025-06-20 00:00:00,27.4,23.5,32.2,6.6,,,8.4,,1010.4,
2025-06-21 00:00:00,27.4,24,32.6,14,,,8,,1010.9,
2025-06-22 00:00:00,27.4,23.5,32.6,0,,,10.1,,1010.6,
2025-06-23 00:00:00,27,23.9,31.5,20.6,,,10.7,,1009.7,
2025-06-24 00:00:00,28.3,24.2,33.2,1.3,,,11.1,,1010.1,
2025-06-25 00:00:00,28.1,24.8,33.5,0,,,9.4,,1010.5,
2025-06-26 00:00:00,26.8,24.4,30,14.5,,,7.8,,1010.7,
2025-06-27 00:00:00,28,24.7,33,0,,,10.1,,1009.6,
2025-06-28 00:00:00,27.3,23.6,35,2.5,,,11.6,,1008.3,
2025-06-29 00:00:00,27.4,23.5,32,46.7,,,12.1,,1007.2,
2025-06-30 00:00:00,26.8,23.4,31.4,0.3,,,11.7,,1007.8,
2025-07-01 00:00:00,27.4,23.6,32.2,26.2,,,10.5,,1008.9,
2025-07-02 00:00:00,27.6,23.1,33.5,0,,,10.9,,1009.4,
2025-07-03 00:00:00,26.8,23.4,33.3,0.5,,,8.7,,1009.5,
2025-07-04 00:00:00,27.6,23.7,32.4,12.7,,,10.8,,1010.2,
2025-07-05 00:00:00,26.7,24,30.5,10.3,,,13.5,,1009.6,
2025-07-06 00:00:00,28.3,24.2,33.9,18.8,,,11.7,,1010.2,
2025-07-07 00:00:00,28.2,23.6,33.6,1,,,9.9,,1009.8,
2025-07-08 00:00:00,28.6,24,34.3,0,,,13.8,,1008.6,
2025-07-09 00:00:00,28.2,23.8,33.7,9.8,,,13.8,,1007.5,
2025-07-10 00:00:00,27.3,24,30.8,22.8,,,11.5,,1006.2,
2025-07-11 00:00:00,26.9,23.6,32.6,3,,,10.3,,1007.6,
2025-07-12 00:00:00,26.9,23.9,32,6.6,,,9.9,,1009.1,
2025-07-13 00:00:00,28.4,23.9,33.6,31.4,,,9.5,,1009.1,
2025-07-14 00:00:00,27.9,24,35,27.6,,,12.1,,1008.1,
2025-07-15 00:00:00,27.9,25.1,31.8,18.4,,,14.1,,1007.2,
2025-07-16 00:00:00,28.1,25.4,32.6,2.1,,,17.4,,1006.5,
2025-07-17 00:00:00,28.7,25.4,34.6,0,,,18.3,,1005.3,
2025-07-18 00:00:00,29.7,23.5,35,0.3,,,19.5,,1004.6,
2025-07-19 00:00:00,27.9,25.6,32.6,0,,,15.4,,1005.1,
2025-07-20 00:00:00,27.9,24.4,31.8,0,,,9.9,,1006.8,
2025-07-21 00:00:00,27.7,24.7,31.8,0.7,,,9.2,,1007.7,
2025-07-22 00:00:00,28.7,24.6,34.5,0.7,,,12.3,,1006.9,
2025-07-23 00:00:00,29.9,24.4,35.4,0,,,13.8,,1005.5,
2025-07-24 00:00:00,29.6,25.3,35.7,0,,,14.9,,1005.8,
2025-07-25 00:00:00,29.9,25.5,36.5,0.1,,,17.3,,1007,
2025-07-26 00:00:00,29.5,25.2,36.2,0,,,16.4,,1008.2,
2025-07-27 00:00:00,29,24.7,37.2,8.2,,,12.7,,1008.8,
2025-07-28 00:00:00,29.6,24,35.5,2.9,,,14.4,,1008,
2025-07-29 00:00:00,28.7,24.7,37.2,0.3,,,15,,1008.5,
2025-07-30 00:00:00,29.7,24.6,36.5,0,,,15.7,,1009.1,
2025-07-31 00:00:00,29.8,25.5,34.6,0.2,,,16.6,,1009.6,
2025-08-01 00:00:00,29.6,23.8,34.2,2.8,,,13.9,,1009.6,
2025-08-02 00:00:00,29.4,25,34.4,0,,,14.1,,1010.1,
2025-08-03 00:00:00,29.4,25,34.3,0,,,12,,1010.3,
2025-08-04 00:00:00,29.2,23.6,35.2,0,,,9.4,,1010.1,
2025-08-05 00:00:00,27.7,24,33.7,1.3,,,13.5,,1009.7,
2025-08-06 00:00:00,27.1,23.1,34.3,15.8,,,13.6,,1009.5,
2025-08-07 00:00:00,28.6,23.1,35.6,21.7,,,11.5,,1009.8,
2025-08-08 00:00:00,27.5,23.6,31.5,5.5,,,9.1,,1010.5,
2025-08-09 00:00:00,28.4,23.5,33.5,0.5,,,10.7,,1011.2,
2025-08-10 00:00:00,28.5,24.1,34.2,0,,,9.6,,1010.4,
2025-08-11 00:00:00,27.5,23.9,32.5,7.6,,,9.6,,1009.2,
2025-08-12 00:00:00,25.7,22.9,31.8,0,,,10.8,,1009,
2025-08-13 00:00:00,27.1,22.6,34.6,57.9,,,10.8,,1009.5,
2025-08-14 00:00:00,26.5,23.5,32.2,10.9,,,11.7,,1009.5,
2025-08-15 00:00:00,26.6,22.9,32,10.9,,,8.5,,1008.9,
2025-08-16 00:00:00,27.5,23,32,63,,,9.4,,1009.4,
2025-08-17 00:00:00,27.4,23.6,32,0,,,8.7,,1011.3,
2025-08-18 00:00:00,27.6,24.2,32.5,10.7,,,11,,1012.2,
2025-08-19 00:00:00,26.8,23.5,31.2,16.8,,,9.9,,1011.1,
2025-08-20 00:00:00,27.1,22.9,33.5,7.6,,,9.1,,1009.8,
2025-08-21 00:00:00,26.9,21.5,32.5,36.8,,,10.3,,1010.7,
2025-08-22 00:00:00,27.1,22.8,33.5,0,,,10.7,,1010.3,
2025-08-23 00:00:00,26.2,23.2,29.4,18.3,,,10.5,,1009.6,
2025-08-24 00:00:00,25.6,23,32.5,37.8,,,13.5,,1008.8,
2025-08-25 00:00:00,25.4,23.6,29.3,10.2,,,15.2,,1008.7,
2025-08-26 00:00:00,25.6,23,30.3,23.6,,,13.1,,1008.6,
2025-08-27 00:00:00,26.1,23,30.3,0.1,,,12.7,,1007.9,
2025-08-28 00:00:00,25.9,23.1,30.4,0.9,,,11.2,,1008.2,
2025-08-29 00:00:00,25.9,24.1,30,11.1,,,7.9,,1010,
2025-08-30 00:00:00,24.6,23.6,26.2,9.1,,,11.8,,1010.2,
2025-08-31 00:00:00,25.3,23.1,29.8,3.8,,,14.9,,1008.2,
2025-09-01 00:00:00,26.4,22.6,32.1,9.1,,,13.4,,1008.1,
2025-09-02 00:00:00,26.4,23.8,31.9,11.5,,,11.7,,1009.2,
2025-09-03 00:00:00,26.1,23.3,30,2.6,,,9.9,,1009.8,
2025-09-04 00:00:00,26.3,23.5,28.6,1.6,,,10.3,,1010,
2025-09-05 00:00:00,26.3,23.4,29.5,0.6,,,10.5,,1009.9,
2025-09-06 00:00:00,26.5,23.7,29.7,9.9,,,11.1,,1010.8,
2025-09-07 00:00:00,25.3,23.6,27.4,21.4,,,11,,1011.1,
2025-09-08 00:00:00,25.4,23.3,28.7,7.4,,,8.6,,1011.1,
2025-09-09 00:00:00,26.3,22.5,30,0.6,,,9.5,,1010.5,
2025-09-10 00:00:00,26.3,23,29.9,2.7,,,10,,1009.7,
2025-09-11 00:00:00,25.7,22.7,30.5,6.6,,,10.8,,1009.3,
2025-09-12 00:00:00,25.3,23.4,29.4,17.4,,,9.4,,1009.6,
2025-09-13 00:00:00,25.6,22.9,30.6,12.5,,,10.4,,1010,
2025-09-14 00:00:00,25.5,22.9,29.5,8.1,,,8.7,,1009.9,
2025-09-15 00:00:00,25.2,22.4,30.3,22.1,,,9.3,,1009.7,
2025-09-16 00:00:00,25.6,23.6,28.2,0.7,,,10.6,,1009.7,
2025-09-17 00:00:00,25.8,23,30.6,11.9,,,10.1,,1010.2,
2025-09-18 00:00:00,25.6,22.3,30,4.9,,,11.5,,1011.1,
2025-09-19 00:00:00,26.3,23.2,31.2,2.5,,,11.5,,1011.1,
2025-09-20 00:00:00,26.9,23.8,30.7,0.2,,,12.2,,1009.4,
2025-09-21 00:00:00,26.9,24.1,32.3,12,,,10.8,,1007.9,
2025-09-22 00:00:00,26.8,24.5,31.5,8.3,,,11.1,,1008.3,
2025-09-23 00:00:00,25.9,24.2,28.1,3.6,,,8.2,,1009.4,
2025-09-24 00:00:00,27.1,24.1,31.7,0.2,,,10.3,,1007.6,
2025-09-25 00:00:00,26.1,23.6,29,0.2,,,18.1,,1006.8,
2025-09-26 00:00:00,27.2,23.5,31.6,0.5,,,14.6,,1008.6,
2025-09-27 00:00:00,26.8,23.3,30.5,0.2,,,9.9,,1011.5,
2025-09-28 00:00:00,26.2,24,29,2.7,,,9.7,,1011.6,
2025-09-29 00:00:00,25.6,23,28.5,3.4,,,10.7,,1010.9,
2025-09-30 00:00:00,25.5,23.1,28.5,5.5,,,11.4,,1010.4,
2025-10-01 00:00:00,25.6,22.9,29.5,2.7,,,8.3,,1011,
2025-10-02 00:00:00,25.7,23.4,29.2,0.8,,,11.7,,1010.6,
2025-10-03 00:00:00,26.1,22.6,30,0.2,,,12.1,,1011.3,
2025-10-04 00:00:00,26.5,22.4,30.7,0,,,10.1,,1012,
2025-10-05 00:00:00,25.9,22.8,29.7,6.5,,,12.8,,1011.3,
2025-10-06 00:00:00,25.7,23,30.1,6.1,,,9.2,,1009.9,
2025-10-07 00:00:00,25.4,22.7,30.9,14.1,,,10.7,,1009.2,
2025-10-08 00:00:00,25.2,23,30.2,19.6,,,10.6,,1008.6,
2025-10-09 00:00:00,26.2,23.2,31.5,9.6,,,9.7,,1009.2,
2025-10-10 00:00:00,26,23.8,30.7,1.2,,,9.4,,1010.4,
2025-10-11 00:00:00,25.5,23.2,29.9,15.7,,,7.8,,1011,
2025-10-12 00:00:00,26.2,22.9,29.9,2.6,,,11.5,,1010.6,
2025-10-13 00:00:00,25.8,24.3,28.5,4.2,,,12.4,,1010,
2025-10-14 00:00:00,26.3,23.7,30.4,2.2,,,9.7,,1008.5,
2025-10-15 00:00:00,25.7,22.8,29.1,7.3,,,9.5,,1008,
2025-10-16 00:00:00,26.4,22.8,29.9,0.8,,,11.5,,1007.4,
2025-10-17 00:00:00,26.4,24,31.1,6.6,,,8.7,,1006.9,
2025-10-18 00:00:00,26.7,23.4,31.3,1.7,,,12.7,,1006,
2025-10-19 00:00:00,27.4,23.6,31,0.9,,,12.2,,1006.9,
2025-10-20 00:00:00,27.3,24.3,30.8,2,,,11.7,,1006.8,
2025-10-21 00:00:00,26.3,24.4,29.3,5.3,,,11.4,,1006.9,
2025-10-22 00:00:00,25.9,23.7,28.6,4.5,,,7.4,,1007.6,
2025-10-23 00:00:00,26.1,23.3,29.8,2,,,8.4,,1008.2,
2025-10-24 00:00:00,25.9,23.4,29.4,3.7,,,9.2,,1009,
2025-10-25 00:00:00,25.6,22.8,29.9,8.2,,,12.2,,1009.4,
2025-10-26 00:00:00,25,23.8,27,40.5,,,12.3,,1009.4,
2025-10-27 00:00:00,26.6,22.9,30,1,,,12.4,,1010.6,
2025-10-28 00:00:00,26.4,23.8,29,2.9,,,7.8,,1010.4,
2025-10-29 00:00:00,25.8,22.9,29.3,8.6,,,10.4,,1010.4,
2025-10-30 00:00:00,25.6,23.6,29.4,6.1,,,10.3,,1010.8,
2025-10-31 00:00:00,26,23.5,29.9,5.8,,,6.8,,1011.2,
2025-11-01 00:00:00,26.1,24,29.4,4.6,,,8.6,,1011.3,
2025-11-02 00:00:00,26,23.1,31,3.3,,,14.3,,1010.1,
2025-11-03 00:00:00,24.9,23.5,27.2,6,,,21.5,,1005.9,
2025-11-04 00:00:00,26.7,23.2,32.1,2.6,,,12.6,,1005.6,
2025-11-05 00:00:00,27,23.6,32.6,1.7,,,10.8,,1007.2,
2025-11-06 00:00:00,26.8,23.8,31.8,5.8,,,11.6,,1008.8,
2025-11-07 00:00:00,27.1,23.8,31.5,1.4,,,17.9,,1008.5,
2025-11-08 00:00:00,26.6,24.4,29.4,0,,,24.9,,1004.5,
2025-11-09 00:00:00,28.5,25.2,31.9,0,,,24.9,,1002.3,
2025-11-10 00:00:00,28.1,24.7,33.5,1.6,,,14.1,,1007,
2025-11-11 00:00:00,27.3,23.8,31.9,0.5,,,9.9,,1009.2,
2025-11-12 00:00:00,27,23.8,30.9,2.2,,,8.8,,1009.9,
2025-11-13 00:00:00,25,23.1,27.8,14.9,,,13.9,,1009.9,
2025-11-14 00:00:00,25,23.5,27.8,15.1,,,10.4,,1009.4,
2025-11-15 00:00:00,25.1,24.2,26.6,15,,,15.4,,1010.6,
2025-11-16 00:00:00,25.6,24.2,27.9,9.3,,,13.4,,1011.1,
2025-11-17 00:00:00,25.4,23.6,28.5,8.8,,,14,,1010.7,
2025-11-18 00:00:00,24.8,22.5,28.4,19.1,,,15.3,,1009.4,
2025-11-19 00:00:00,24.6,23.2,27.2,20.4,,,13.6,,1009.4,
2025-11-20 00:00:00,25.4,23.1,29,7,,,16.4,,1009.8,
2025-11-21 00:00:00,25.5,23,29.2,10.5,,,14.2,,1010.1,
2025-11-22 00:00:00,25.6,23.5,29.4,9.3,,,18.7,,1009.4,
2025-11-23 00:00:00,25.2,23.8,27.8,17.2,,,19.1,,1008.1,
2025-11-24 00:00:00,24.7,23.6,26.6,41.8,,,17.2,,1004.4,
2025-11-25 00:00:00,26.7,23.6,30,0,,,10.8,,1004.8,
2025-11-26 00:00:00,26.5,24.1,29.8,5.3,,,15.8,,1007.8,
2025-11-27 00:00:00,26,23.6,29.5,3.4,,,9.6,,1009.3,
2025-11-28 00:00:00,26.1,22.7,29.4,0.1,,,8.2,,1009,
2025-11-29 00:00:00,26.3,23.5,30.2,0.3,,,10.9,,1009.8,
2025-11-30 00:00:00,26.1,23.7,28.8,2.1,,,17.1,,1009.9,
2025-12-01 00:00:00,24.9,23.3,26.9,22.9,,,14.3,,1010.2,
2025-12-02 00:00:00,26.1,22.9,30,0.1,,,15.7,,1009,
2025-12-03 00:00:00,26.1,23.1,29.8,1,,,14,,1008.6,
2025-12-04 00:00:00,25.7,23.5,29.8,5.9,,,12.4,,1008.3,
2025-12-05 00:00:00,25.6,23.3,30.4,6,,,15.3,,1007.6,
2025-12-06 00:00:00,26.4,23.3,31.5,2.7,,,14.8,,1007.1,
2025-12-07 00:00:00,26.3,23.3,29.8,5.6,,,9.1,,1007.8,
2025-12-08 00:00:00,26.1,23.5,28.8,1.6,,,9.6,,1008.3,
2025-12-09 00:00:00,26.2,23.4,29.7,2.5,,,15.6,,1009.3,
2025-12-10 00:00:00,26.1,23.4,29.6,4.1,,,18.7,,1009.5,
2025-12-11 00:00:00,25.8,24,28.4,5.1,,,13.2,,1008.8,
2025-12-12 00:00:00,,,,,,,,,,
2025-12-13 00:00:00,,,,,,,,,,
2025-12-14 00:00:00,,,,,,,,,,
2025-12-15 00:00:00,,,,,,,,,,
2025-12-16 00:00:00,,,,,,,,,,
2025-12-17 00:00:00,,,,,,,,,,
2025-12-18 00:00:00,,,,,,,,,,
